CategoryString,_raw,_time,action,app,bid,bunit,category,change_type,city,country,cve,cvss,cvss_base_score,cvss_temporal_score,cvss_temporal_vector,cvss_vector,cwe,dest,dest_asset_id,dest_asset_tag,dest_bunit,dest_category,dest_city,dest_country,dest_dns,dest_ip,dest_is_expected,dest_lat,dest_long,dest_mac,dest_nt_host,dest_owner,dest_pci_domain,dest_port,dest_port_proto,dest_priority,dest_requires_av,dest_service,dest_should_timesync,dest_should_update,dns,enabled,end_time,eventtype,host,ids_type,index,ip,is_expected,lat,linecount,long,mac,name,nessus_os,nessus_plugin_id,nt_host,object,object_category,os,osvdb,owner,pci_domain,priority,product,protocol,protocol_name,punct,range,requires_av,result,severity,severity_id,should_timesync,should_update,signature,signature_family,signature_id,source,sourcetype,splunk_server,splunk_server_group,src,src_asset_id,src_asset_tag,src_bunit,src_category,src_city,src_country,src_dns,src_ip,src_is_expected,src_lat,src_long,src_mac,src_nt_host,src_owner,src_pci_domain,src_priority,src_requires_av,src_should_timesync,src_should_update,start_time,status,status_description,subject,ta_windows_security_CategoryString,tag,tag::action,tag::app,tag::dest_requires_av,tag::dest_should_timesync,tag::dest_should_update,tag::eventtype,tag::is_expected,tag::requires_av,tag::should_timesync,tag::should_update,tag::signature,tag::sourcetype,threat_intel_source,timestamp,transport,user_type,vendor,vendor_product,xref
,"start_time=""Thu Feb 20 05:09:56 2020"" end_time=""Thu Feb 20 05:09:56 2020"" dest_dns=""HOST-003"" dest_nt_host=""PROD-POS-001"" dest_mac=""ab:1a:41:74:87:2c"" dest_ip=""10.11.36.24"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""general"" severity_id=""1"" signature_id=""11620"" signature=""Terminal Services Encryption Level is Medium or Low"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:43:28.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.24,false,,,ab:1a:41:74:87:2c,PROD-POS-001,,untrust,,general,,false,,false,false,,,Thu Feb 20 05:09:56 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11620,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,low,1,,,Terminal Services Encryption Level is Medium or Low,,11620,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:09:56 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
,"start_time=""Thu Feb 20 05:03:39 2020"" end_time=""Thu Feb 20 05:03:39 2020"" dest_dns=""HOST-003"" dest_mac=""74:c2:0a:56:49:99"" dest_ip=""10.11.36.23"" os=""Cisco Router"" dest_port_proto=""el-random(2426/tcp)"" severity_id=""2"" signature_family=""General"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:42:51.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.23,false,,,74:c2:0a:56:49:99,,,untrust,2426,el-random(2426/tcp),,false,,false,false,,,Thu Feb 20 05:03:39 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,34418,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,medium,2,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,General,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:03:39 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 05:41:42 2020"" end_time=""Thu Feb 20 05:41:42 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-006"" dest_mac=""52:70:fa:52:7c:e4"" dest_ip=""10.11.36.11"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""general/tcp"" severity_id=""3"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" bid=""75517"" cve=""CVE-2017-13099"" osvdb=""8230"" xref=""OSVDB:8230"" xref=""IAVA:2013-A-0077"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:42:20.000+0000,,,75517,,,,,,CVE-2017-13099,2.6,2.6,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.11,false,,,52:70:fa:52:7c:e4,HOST-006,,untrust,,general/tcp,,false,,false,false,,,Thu Feb 20 05:41:42 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",8230,,,,Nessus,,,Err:509,,,,high,3,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:41:42 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,"OSVDB:8230
IAVA:2013-A-0077"
,"start_time=""Thu Feb 20 05:11:23 2020"" end_time=""Thu Feb 20 05:11:23 2020"" dest_ip=""10.11.36.12"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""el-random(2426/tcp)"" severity_id=""3"" signature_id=""12258"" signature=""Additional DNS Hostnames"" dest_nt_host=""HOST-003"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:41:42.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,,10.11.36.12,false,,,,HOST-003,,untrust,2426,el-random(2426/tcp),,false,,false,false,,,Thu Feb 20 05:11:23 2020,nessus nessus_misconfigured_wireless_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,12258,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,high,3,,,Additional DNS Hostnames,,12258,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:11:23 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 04:42:56 2020"" end_time=""Thu Feb 20 04:42:56 2020"" dest_dns=""HOST-003"" dest_mac=""52:70:fa:52:7c:e4"" dest_ip=""10.11.36.13"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_temporal_score=""2.2"" cvss_temporal_vector=""CVSS2#E:F/RL:OF/RC:C"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""general"" severity_id=""0"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""75380"" cve=""CVE-2017-5715"" cve=""CVE-2000-0649"" cve=""CVE-2017-1000385"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:40:39.000+0000,,,75380,,,,,,"CVE-2017-5715
CVE-2000-0649
CVE-2017-1000385",2.6,2.6,2.2,CVSS2#E:F/RL:OF/RC:C,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.13,false,,,52:70:fa:52:7c:e4,,,untrust,,general,,false,,false,false,,,Thu Feb 20 04:42:56 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,informational,0,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 04:42:56 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,"OSVDB:299
OSVDB:8230"
,"start_time=""Thu Feb 20 05:01:10 2020"" end_time=""Thu Feb 20 05:01:10 2020"" dest_dns=""HOST-003"" dest_mac=""fb:69:33:d1:44:a4"" dest_ip=""10.11.36.29"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""general (0/tcp)"" severity_id=""3"" signature_family=""Service detection"" signature_id=""12122"" signature=""Terminal Services Encryption Level is not FIPS-140 Compliant"" bid=""75380"" cve=""CVE-2012-0053"" cve=""CVE-2017-15649"" cve=""CVE-2017-17382"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:39:31.000+0000,,,75380,,,,,,"CVE-2012-0053
CVE-2017-15649
CVE-2017-17382",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.29,false,,,fb:69:33:d1:44:a4,,,untrust,0,general (0/tcp),,false,,false,false,,,Thu Feb 20 05:01:10 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",12122,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,high,3,,,Terminal Services Encryption Level is not FIPS-140 Compliant,Service detection,12122,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:01:10 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:8230"
,"start_time=""Thu Feb 20 05:13:32 2020"" end_time=""Thu Feb 20 05:13:32 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-002"" dest_mac=""f0:6c:88:2a:34:52"" dest_ip=""10.11.36.22"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""0"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""32319"" cve=""CVE-2017-17427"" cve=""CVE-2017-17427"" cve=""CVE-2017-17427"" osvdb=""8230"" osvdb=""17131"" xref=""OSVDB:8230"" xref=""OSVDB:17131"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:39:03.000+0000,,,32319,,,,,,"CVE-2017-17427
CVE-2017-17427
CVE-2017-17427",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.22,false,,,f0:6c:88:2a:34:52,HOST-002,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Thu Feb 20 05:13:32 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","8230
17131",,,,Nessus,,,Err:509,,,,informational,0,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:13:32 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:8230
OSVDB:17131"
,"start_time=""Thu Feb 20 04:41:46 2020"" end_time=""Thu Feb 20 04:41:46 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-003"" dest_mac=""8b:66:79:4a:bf:c5"" dest_ip=""10.11.36.6"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""2.6"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""netbios-ssn(139/tcp)"" severity_id=""1"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:39:03.000+0000,,,,,,,,,,2.6,2.6,,,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.6,false,,,8b:66:79:4a:bf:c5,HOST-003,,untrust,139,netbios-ssn(139/tcp),,false,,false,false,,,Thu Feb 20 04:41:46 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,low,1,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 04:41:46 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 05:06:04 2020"" end_time=""Thu Feb 20 05:06:04 2020"" dest_ip=""10.11.36.1"" os=""Microsoft Windows XP Professional SP3"" dest_port_proto=""el-random(1820/tcp)"" severity_id=""4"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" dest_dns=""HOST-003"" dest_nt_host=""HOST-006"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:38:24.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.1,false,,,,HOST-006,,untrust,1820,el-random(1820/tcp),,false,,false,false,,,Thu Feb 20 05:06:04 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,Microsoft Windows XP Professional SP3,11026,,,,Microsoft Windows XP Professional SP3,,,,,Nessus,,,Err:509,,,,critical,4,,,Unknown Service Detection: Banner Retrieval,,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:06:04 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 05:16:20 2020"" end_time=""Thu Feb 20 05:16:20 2020"" dest_dns=""HOST-003"" dest_mac=""f0:6c:88:2a:34:52"" dest_ip=""10.11.36.17"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""el-random(827/tcp)"" severity_id=""0"" signature_family=""General"" signature_id=""10989"" signature=""Common Platform Enumeration (CPE)"" bid=""75541"" cve=""CVE-2007-3008"" cve=""CVE-2017-12373"" cve=""CVE-2017-12193"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" xref=""IAVA:2013-A-0077"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:36:16.000+0000,,,75541,,,,,,"CVE-2007-3008
CVE-2017-12373
CVE-2017-12193",4.3,4.3,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.17,false,,,f0:6c:88:2a:34:52,,,untrust,827,el-random(827/tcp),,false,,false,false,,,Thu Feb 20 05:16:20 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",10989,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,informational,0,,,Common Platform Enumeration (CPE),General,10989,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:16:20 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:8230
IAVA:2013-A-0077"
,"start_time=""Thu Feb 20 04:55:16 2020"" end_time=""Thu Feb 20 04:55:16 2020"" dest_dns=""HOST-003"" dest_nt_host=""HOST-005"" dest_mac=""8b:66:79:4a:bf:c5"" dest_ip=""10.11.36.15"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""unknown (4105/tcp)"" severity_id=""3"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" bid=""52370"" cve=""CVE-2017-3145"" cve=""CVE-2017-3145"" cve=""CVE-2017-3145"" osvdb=""299"" osvdb=""17131"" xref=""OSVDB:299"" xref=""OSVDB:17131"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:35:46.000+0000,,,52370,,,,,,"CVE-2017-3145
CVE-2017-3145
CVE-2017-3145",4.3,4.3,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.15,false,,,8b:66:79:4a:bf:c5,HOST-005,,untrust,4105,unknown (4105/tcp),,false,,false,false,,,Thu Feb 20 04:55:16 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
17131",,,,Nessus,,,Err:509,,,,high,3,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 04:55:16 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:17131"
,"start_time=""Thu Feb 20 05:15:37 2020"" end_time=""Thu Feb 20 05:15:37 2020"" dest_dns=""HOST-003"" dest_mac=""73:09:b0:ec:6a:35"" dest_ip=""10.11.36.20"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""4.3"" cvss_temporal_score=""4.3"" cvss_temporal_vector=""CVSS2#E:F/RL:W/RC:ND"" cvss_vector=""CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N"" dest_port_proto=""microsoft-ds(445/tcp)"" severity_id=""4"" signature_family=""General"" signature_id=""34418"" signature=""Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness"" bid=""32319"" cve=""CVE-2007-3008"" cve=""CVE-2017-3144"" cve=""CVE-2017-13098"" osvdb=""299"" osvdb=""8230"" xref=""OSVDB:299"" xref=""OSVDB:8230"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:35:24.000+0000,,,32319,,,,,,"CVE-2007-3008
CVE-2017-3144
CVE-2017-13098",4.3,4.3,4.3,CVSS2#E:F/RL:W/RC:ND,CVSS2#AV:N/AC:M/Au:N/C:P/I:N/A:N,,HOST-003,,,,,,,HOST-003,10.11.36.20,false,,,73:09:b0:ec:6a:35,,,untrust,445,microsoft-ds(445/tcp),,false,,false,false,,,Thu Feb 20 05:15:37 2020,nessus nessus_misconfigured_device nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",34418,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","299
8230",,,,Nessus,,,Err:509,,,,critical,4,,,Microsoft Windows Remote Desktop Protocol Server Man-in-the-Middle Weakness,General,34418,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:15:37 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:299
OSVDB:8230"
,"start_time=""Thu Feb 20 04:51:57 2020"" end_time=""Thu Feb 20 04:51:57 2020"" dest_dns=""HOST-003"" dest_nt_host=""ops-sys-001"" dest_mac=""4a:43:e4:f5:3a:ae"" dest_ip=""10.11.36.30"" os=""Microsoft Windows 2008 Server R2"" dest_port_proto=""general/tcp"" severity_id=""3"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:35:00.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.30,false,,,4a:43:e4:f5:3a:ae,ops-sys-001,,untrust,,general/tcp,,false,,false,false,,,Thu Feb 20 04:51:57 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Microsoft Windows 2008 Server R2,19506,,,,Microsoft Windows 2008 Server R2,,,,,Nessus,,,Err:509,,,,high,3,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 04:51:57 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
,"start_time=""Thu Feb 20 05:30:28 2020"" end_time=""Thu Feb 20 05:30:28 2020"" dest_dns=""HOST-003"" dest_mac=""d9:9d:e8:dc:91:d3"" dest_ip=""10.11.36.27"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" cvss_base_score=""5.1"" cvss_vector=""CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P"" dest_port_proto=""unknown (4105/tcp)"" severity_id=""3"" signature_family=""Service detection"" signature_id=""11026"" signature=""Unknown Service Detection: Banner Retrieval"" bid=""74398"" cve=""CVE-2012-0053"" cve=""CVE-2017-5754"" cve=""CVE-2017-17427"" osvdb=""8230"" osvdb=""299"" xref=""OSVDB:8230"" xref=""OSVDB:299"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:33:54.000+0000,,,74398,,,,,,"CVE-2012-0053
CVE-2017-5754
CVE-2017-17427",5.1,5.1,,,CVSS2#AV:N/AC:H/Au:N/C:P/I:P/A:P,,HOST-003,,,,,,,HOST-003,10.11.36.27,false,,,d9:9d:e8:dc:91:d3,,,untrust,4105,unknown (4105/tcp),,false,,false,false,,,Thu Feb 20 05:30:28 2020,nessus nessus_plugin_avail nessus_system_version nessus_unauthorized_wireless_device,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",11026,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3","8230
299",,,,Nessus,,,Err:509,,,,high,3,,,Unknown Service Detection: Banner Retrieval,Service detection,11026,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:30:28 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,"OSVDB:8230
OSVDB:299"
,"start_time=""Thu Feb 20 05:12:41 2020"" end_time=""Thu Feb 20 05:12:41 2020"" dest_ip=""10.11.36.19"" os=""Cisco Router"" dest_port_proto=""el-random(2324/tcp)"" severity_id=""2"" signature_id=""19506"" signature=""Nessus Scan Information"" dest_dns=""HOST-003"" dest_nt_host=""PROD-POS-002"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:33:53.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.19,false,,,,PROD-POS-002,,untrust,2324,el-random(2324/tcp),,false,,false,false,,,Thu Feb 20 05:12:41 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,Cisco Router,19506,,,,Cisco Router,,,,,Nessus,,,Err:509,,,,medium,2,,,Nessus Scan Information,,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 05:12:41 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,tcp,,Tenable,,
,"start_time=""Thu Feb 20 04:47:53 2020"" end_time=""Thu Feb 20 04:47:53 2020"" dest_dns=""HOST-003"" dest_mac=""c0:eb:cf:50:74:6d"" dest_ip=""10.11.36.2"" os=""Microsoft Windows XP Service Pack 2"" os=""Microsoft Windows XP Service Pack 3"" dest_port_proto=""general/tcp"" severity_id=""2"" signature_family=""Settings"" signature_id=""19506"" signature=""Nessus Scan Information"" 
---splunk-ta-nessus-end-of-event---

",2020-02-20T05:32:50.000+0000,,,,,,,,,,,,,,,,HOST-003,,,,,,,HOST-003,10.11.36.2,false,,,c0:eb:cf:50:74:6d,,,untrust,,general/tcp,,false,,false,false,,,Thu Feb 20 04:47:53 2020,nessus nessus_plugin_avail nessus_system_version,127.0.0.1,,main,,,,4,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",19506,,,,"Microsoft Windows XP Service Pack 2
Microsoft Windows XP Service Pack 3",,,,,Nessus,,,Err:509,,,,medium,2,,,Nessus Scan Information,Settings,19506,eventgen,nessus,prd-p-vj7zgflpcb88,,,,,,,,,,,,,,,,,,,,,,Thu Feb 20 04:47:53 2020,,,,,"inventory
os
report
system
version
vulnerability",,,,,,"inventory
os
report
system
version
vulnerability",,,,,,,,none,,,Tenable,,
